OGF_ID,AIRPORT_TYPE,STATUS,NAME,OWNER,AIRPORT_IDENT,LATITUDE,LONGITUDE,ELEVATION,NUMBER_OF_PAVED_RUNWAYS,NUMBER_OF_UNPAVED_RUNWAYS,LGTH_LONGEST_DAYTIME_RUNWAY,LGTH_LONGEST_NIGHTTIME_RUNWAY,CONTROL_TOWER_IND,INSTRUMENT_FLIGHT_RULES_IND,VISUAL_FLIGHT_RULES_IND,AIRPORT_LIGHTING,AIRPORT_AREA_HA,COMMENTS,SOURCE_DETAIL,LOCATION_ACCURACY,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
73162744,Airport,Unknown,Hawkesbury,<Null>,CNV4,45.6166695,74.6478026,167,0,0,0,0,,,,,82.809,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,100,0,0
73162745,Airport,Unknown,Alexandria,<Null>,CNS4,45.3302908,74.6230812,260,0,0,0,0,,,,,13.829,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,101,0,0
73162746,Hospital Heliport,Unknown,Cornwall (Community Hosp McConnell Site),<Null>,CPS6,45.0305919,74.718161,230,0,0,0,0,,,,,9.058,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,102,0,0
73162747,Airport,Unknown,Cornwall Regional,<Null>,CYCC,45.0924559,74.5666505,175,0,0,0,0,,,,,38.92,,Nav Canada,Within 100 metres,,2012/03/28 10:38:07+00,2012/03/29 09:00:55+00,103,0,0
73162748,Airport,Unknown,Hawkesbury (East),<Null>,CPG5,45.5839636,74.5490519,200,0,0,0,0,,,,,58.901,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,104,0,0
73162749,Airport,Unknown,Deep River/Rolph,<Null>,CPH2,46.1162478,77.5272505,490,0,0,0,0,,,,,22.162,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,105,0,0
73162750,Airport,Unknown,Petawawa,<Null>,CYWA,45.9489155,77.3149259,427,0,0,0,0,,,,,43.507,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,106,0,0
73162751,Airport,Unknown,Pembroke,<Null>,CYTA,45.8649742,77.2520258,529,0,0,0,0,,,,,99.985,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,107,0,0
73162752,Hospital Heliport,Unknown,Pembroke (Regional Hosp),<Null>,CNG5,45.8151975,77.1079456,496,0,0,0,0,,,,,0.479,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,108,0,0
73162753,Airport,Unknown,Barry's Bay/Madawaska Valley Airpark,<Null>,CNZ4,45.5046724,77.644494,1000,0,0,0,0,,,,,41.231,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,109,0,0
73162754,Hospital Heliport,Unknown,Barry`s Bay (St. Francis Memorial Hospital),<Null>,CPV6,45.4822715,77.6947716,1000,0,0,0,0,,,,,2.01,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,110,0,0
73162755,Airport,Unknown,Cobden/Bruce McPhail Memorial,<Null>,CPF4,45.5953588,76.833973,500,0,0,0,0,,,,,36.092,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,111,0,0
73162756,Hospital Heliport,Unknown,Renfrew (Victoria Hospital),<Null>,CPG9,45.4825101,76.6986728,400,0,0,0,0,,,,,2.452,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,112,0,0
73162757,Airport,Unknown,Arnprior/South Renfrew Muni,<Null>,CNP3,45.4129276,76.3661524,358,0,0,0,0,,,,,173.115,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,113,0,0
73162758,Airport,Unknown,Mattawa,<Null>,CMA2,46.3011263,78.7484902,600,0,0,0,0,,,,,24.799,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,114,0,0
73162759,Airport,Unknown,North Bay,<Null>,CYYB,46.3649565,79.4239864,1215,0,0,0,0,,,,,709.312,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,115,0,0
73162760,Airport,Unknown,Arnstein,<Null>,CNR9,45.9254324,79.9279383,745,0,0,0,0,,,,,8.228,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,116,0,0
73162761,Hospital Heliport,Unknown,Sturgeon Falls (West Nipissing General Hospital),<Null>,CNM3,46.3730149,79.9167116,680,0,0,0,0,,,,,5.663,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,117,0,0
73162762,Hospital Heliport,Unknown,New Liskeard (Temiskaming Hospital),<Null>,CNV3,47.4950201,79.6929126,895,0,0,0,0,,,,,9.564,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,118,0,0
73162763,Airport,Unknown,Gore Bay-Manitoulin,<Null>,CYZE,45.8838219,82.5698088,635,0,0,0,0,,,,,92.148,,Nav Canada,Within 100 metres,,2012/03/28 10:38:07+00,2012/03/29 09:00:55+00,119,0,0
73162764,Hospital Heliport,Unknown,Mindemoya (Hospital),<Null>,CNW4,45.738889,82.1666667,675,0,0,0,0,,,,,2.21,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,120,0,0
73162765,Hospital Heliport,Unknown,Little Current (Manitoulin Health Centre),<Null>,CNT4,45.978632,81.9264315,625,0,0,0,0,,,,,0.213,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,121,0,0
73162766,Airport,Unknown,Manitowaning/Manitoulin East Muni,<Null>,CYEM,45.8416101,81.8592154,869,0,0,0,0,,,,,238.264,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,122,0,0
73162767,Airport,Unknown,Killarney,<Null>,CPT2,45.9787085,81.4923441,608,0,0,0,0,,,,,69.014,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,123,0,0
73162768,Airport,Unknown,Sudbury/Coniston,<Null>,CSC9,46.4813892,80.8341542,886,0,0,0,0,,,,,99.098,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,124,0,0
73162769,Airport,Unknown,Sudbury,<Null>,CYSB,46.6281057,80.7978332,1141,0,0,0,0,,,,,506.047,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,125,0,0
73162770,Airport,Unknown,Elk Lake,<Null>,CPE3,47.7295122,80.3149702,950,0,0,0,0,,,,,60.302,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,126,0,0
73162771,Airport,Unknown,Earlton (Timiskaming Regional),<Null>,CYXR,47.6954641,79.8502128,798,0,0,0,0,,,,,246.635,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,127,0,0
73162772,Hospital Heliport,Unknown,Englehart (District Hospital),<Null>,CNS3,47.8230073,79.8799939,700,0,0,0,0,,,,,2.718,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,128,0,0
73162773,Airport,Unknown,Kirkland Lake,<Null>,CYKX,48.2099771,79.9783585,1157,0,0,0,0,,,,,193.969,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,129,0,0
73162774,Airport,Unknown,Timmins/Victor M. Power,<Null>,CYTS,48.5714223,81.3696907,967,0,0,0,0,,,,,1049.608,,Nav Canada,Within 100 metres,,2012/03/28 10:38:07+00,2012/03/29 09:00:55+00,130,0,0
73162775,Airport,Unknown,Chapleau,<Null>,CYLD,47.8213409,83.3526835,1470,0,0,0,0,,,,,342.22,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,131,0,0
73162642,Hospital Heliport,Unknown,Toronto (Sunnybrook Medical Centre),<Null>,CNY8,43.7228757,79.3736935,480,0,0,0,0,,,,,39.933,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,132,0,0
73162643,Hospital Heliport,Unknown,Toronto (Hospital For Sick Children),<Null>,CNW8,43.6572856,79.3875453,498,0,0,0,0,,,,,2.708,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,133,0,0
73162644,Airport,Unknown,Toronto/ Billy Bishop Toronto City Airport,<Null>,CYTZ,43.626158,79.3967253,251,0,0,0,0,,,,,152.501,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,134,0,0
73162645,Heliport,Unknown,Toronto/Wilson`s,<Null>,CPY5,43.6177669,79.5648402,370,0,0,0,0,,,,,2.92,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,135,0,0
73162646,Airport,Unknown,Toronto/Lester B. Pearson Intl,<Null>,CYYZ,43.6775546,79.6303834,569,0,0,0,0,,,,,1596.879,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,136,0,0
73162647,Heliport,Unknown,Toronto/Tarten,<Null>,CPA5,43.6535347,79.6584318,560,0,0,0,0,,,,,0.645,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,137,0,0
73162648,Hospital Heliport,Unknown,Toronto (Mississauga Credit Valley Hospital),<Null>,CPK6,43.5614533,79.7029016,542,0,0,0,0,,,,,0.878,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,138,0,0
73162649,Hospital Heliport,Unknown,Oakville (Trafalgar Memorial Hospital),<Null>,CPE8,43.4844858,79.6673407,362,0,0,0,0,,,,,143.111,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,139,0,0
73162650,Airport,Unknown,Burlington Executive,<Null>,CZBA,43.4418401,79.850497,602,0,0,0,0,,,,,59.693,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,140,0,0
73162651,Hospital Heliport,Unknown,Milton (District Hospital),<Null>,CPY2,43.4967201,79.8689712,657,0,0,0,0,,,,,11.806,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,141,0,0
73162652,Hospital Heliport,Unknown,Georgetown (Georgetown & District Hospital),<Null>,CNZ6,43.6447754,79.9338302,878,0,0,0,0,,,,,6.546,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,142,0,0
73162653,Airport,Unknown,Brampton,<Null>,CNC3,43.7589738,79.8745617,935,0,0,0,0,,,,,79.9,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,143,0,0
73162654,Airport,Unknown,Wiarton,<Null>,CYVV,44.744947,81.1049865,729,0,0,0,0,,,,,325.596,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,144,0,0
73162655,Airport,Unknown,Owen Sound/Billy Bishop Regional,<Null>,CYOS,44.5916239,80.8378151,1007,0,0,0,0,,,,,82.415,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,145,0,0
73162656,Hospital Heliport,Unknown,Owen Sound (Grey Bruce Health Services),<Null>,CNK6,44.5695653,80.9115213,794,0,0,0,0,,,,,23.036,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,146,0,0
73162657,Airport,Unknown,Southampton,<Null>,CPF7,44.4926171,81.3342993,685,0,0,0,0,,,,,60.131,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,147,0,0
73162658,Airport,Unknown,Port Elgin (Pryde Field),<Null>,CPG6,44.4596195,81.3791576,661,0,0,0,0,,,,,47.845,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,148,0,0
73162659,Airport,Unknown,Port Elgin,<Null>,CNL4,44.4138089,81.4174051,650,0,0,0,0,,,,,15.037,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,149,0,0
73162660,Airport,Unknown,Kincardine,<Null>,CNS7,44.2021034,81.6036647,772,0,0,0,0,,,,,57.553,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,150,0,0
73162661,Hospital Heliport,Unknown,Kincardine (South Bruce Grey Health Centre),<Null>,CPU2,44.1885134,81.6249673,700,0,0,0,0,,,,,6.612,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,151,0,0
73162662,Airport,Unknown,Kincardine/Shepherd's Landing,<Null>,CKS9,44.1169381,81.695047,675,0,0,0,0,,,,,14.104,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,152,0,0
73162663,Airport,Unknown,Lucknow Airpark,<Null>,CLK3,43.9678391,81.4930995,960,0,0,0,0,,,,,61.185,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,153,0,0
73162664,Airport,Unknown,Teeswater (Thompson Field),<Null>,CPC6,43.949194,81.2721431,1000,0,0,0,0,,,,,23.081,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,154,0,0
73162665,Hospital Heliport,Unknown,Walkerton (County Of Bruce General Hospital),<Null>,CNG6,44.1219767,81.1526999,875,0,0,0,0,,,,,2.42,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,155,0,0
73162666,Airport,Unknown,Hanover/Saugeen Muni,<Null>,CPN4,44.157933,81.0621902,939,0,0,0,0,,,,,99.252,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,156,0,0
73162667,Hospital Heliport,Unknown,Hanover (District Hospital),<Null>,CNZ7,44.1413342,81.0295365,935,0,0,0,0,,,,,4.214,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,157,0,0
73162668,Hospital Heliport,Unknown,Durham (Memorial Hospital),<Null>,CPD3,44.1799371,80.8297981,1125,0,0,0,0,,,,,2.097,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,158,0,0
73162669,Hospital Heliport,Unknown,Markdale (Centre Grey General Hospital),<Null>,CPD9,44.3149545,80.6553549,1395,0,0,0,0,,,,,1.295,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,159,0,0
73162670,Hospital Heliport,Unknown,Meaford (General Hospital),<Null>,CPA7,44.6058342,80.5998963,675,0,0,0,0,,,,,1.984,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,160,0,0
73162671,Hospital Heliport,Unknown,Collingwood (General and Marine Hospital),<Null>,CPP2,44.4999064,80.2030527,600,0,0,0,0,,,,,5.208,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,161,0,0
73162672,Airport,Unknown,Collingwood,<Null>,CNY3,44.4476755,80.1595781,730,0,0,0,0,,,,,162.927,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,162,0,0
73162673,Hospital Heliport,Unknown,Midland (Huronia District Hospital),<Null>,CPW6,44.7421455,79.9136268,775,0,0,0,0,,,,,9.47,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,163,0,0
73162674,Airport,Unknown,Midland/Huronia,<Null>,CYEE,44.6835876,79.9293201,770,0,0,0,0,,,,,142.249,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,164,0,0
73162675,Airport,Unknown,Wyevale (Boker Field),<Null>,CNL8,44.6560142,79.8785359,705,0,0,0,0,,,,,42.126,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,165,0,0
73162676,Airport,Unknown,New Lowell,<Null>,CPE7,44.3869741,79.9434369,625,0,0,0,0,,,,,40.405,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,166,0,0
73162677,Airport,Unknown,Mansfield,<Null>,CPV4,44.1441872,80.0106528,995,0,0,0,0,,,,,42.61,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,167,0,0
73162678,Airport,Unknown,Shelburne/Fisher Field,<Null>,CNN3,44.029295,80.2017082,1675,0,0,0,0,,,,,46.283,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,168,0,0
73162679,Airport,Unknown,Orangeville/Murray Wesley Kot Field,<Null>,CPV2,43.9602254,80.1546896,1550,0,0,0,0,,,,,26.921,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,169,0,0
73162680,Airport,Unknown,Tottenham/Volk,<Null>,CPM5,43.9935244,79.7804224,980,0,0,0,0,,,,,52.287,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,170,0,0
73162681,Hospital Heliport,Unknown,Alliston (Stevenson Memorial Hospital),<Null>,CPZ2,44.1555886,79.8747538,750,0,0,0,0,,,,,3.794,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,171,0,0
73162682,Heliport,Unknown,Alliston,<Null>,CPJ2,44.1426746,79.8044025,760,0,0,0,0,,,,,39.089,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,172,0,0
73162683,Airport,Unknown,Alliston,<Null>,CNY4,44.1830164,79.8387463,720,0,0,0,0,,,,,72.812,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,173,0,0
73162684,Airport,Unknown,Lefroy,<Null>,CPQ4,44.2927974,79.547626,724,0,0,0,0,,,,,19.478,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,174,0,0
73162685,Hospital Heliport,Unknown,Barrie (Royal Victoria Hosp),<Null>,CRV2,44.4147479,79.6623852,855,0,0,0,0,,,,,14.951,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,175,0,0
73162686,Heliport,Unknown,Orillia (Ontario Provincial Police),<Null>,COP2,44.5867936,79.4345263,800,0,0,0,0,,,,,82.439,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,176,0,0
73162687,Airport,Unknown,Lindsay,<Null>,CNF4,44.3646069,78.7817019,882,0,0,0,0,,,,,69.635,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,177,0,0
73162688,Airport,Unknown,Peterborough,<Null>,CYPQ,44.2294269,78.3662388,628,0,0,0,0,,,,,226.621,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,178,0,0
73162689,Hospital Heliport,Unknown,Peterborough (Regional Health Centre),<Null>,CNU3,44.2994917,78.3488526,738,0,0,0,0,,,,,14.547,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,179,0,0
73162690,Hospital Heliport,Unknown,Cobourg (Northumberland Hills Hospital),<Null>,CNB4,43.9778002,78.1983859,343,0,0,0,0,,,,,8.056,,Nav Canada,Within 100 metres,,2012/03/28 10:38:02+00,2012/03/29 09:00:55+00,180,0,0
73162547,Airport,Unknown,Red Lake,<Null>,CYRL,51.0675546,93.7922037,1265,0,0,0,0,,,,,168.716,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,181,0,0
73162548,Hospital Heliport,Unknown,Red Lake (Margaret Cochenour Mem Hospital),<Null>,CRL3,51.0131522,93.8221226,1254,0,0,0,0,,,,,3.782,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,182,0,0
73162549,Hospital Heliport,Unknown,Hagersville (West Haldimand General Hospital),<Null>,CPA6,42.9584117,80.0448303,730,0,0,0,0,,,,,5.085,,Nav Canada,Within 100 metres,,2012/03/28 10:38:05+00,2012/03/29 09:00:55+00,183,0,0
73162550,Airport,Unknown,Simcoe (Dennison Field),<Null>,CPA4,42.8197443,80.264211,722,0,0,0,0,,,,,29.21,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,184,0,0
73162551,Hospital Heliport,Unknown,Simcoe (Norfolk Gen Hospital),<Null>,CPA8,42.8472722,80.3193185,710,0,0,0,0,,,,,1.299,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,185,0,0
73162552,Airport,Unknown,Nixon,<Null>,CNX8,42.8471842,80.3951506,780,0,0,0,0,,,,,31.76,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,186,0,0
73162553,Airport,Unknown,Tillsonburg,<Null>,CNQ4,42.9264815,80.7504461,885,0,0,0,0,,,,,247.716,,Nav Canada,Within 100 metres,,2012/03/28 10:38:01+00,2012/03/29 09:00:55+00,187,0,0
73162554,Airport,Unknown,Straffordville,<Null>,CNS6,42.7400794,80.8169065,732,0,0,0,0,,,,,41.002,,Nav Canada,Within 100 metres,,2012/03/28 10:38:04+00,2012/03/29 09:00:55+00,188,0,0
73162555,Airport,Unknown,Woodstock,<Null>,CPR5,43.1069272,80.8228558,1040,0,0,0,0,,,,,82.862,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,189,0,0
73162556,Airport,Unknown,St. Thomas Muni,<Null>,CYQS,42.7701223,81.1071073,778,0,0,0,0,,,,,274.937,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,190,0,0
73162557,Airport,Unknown,London/Chapeskie Field,<Null>,CLC2,43.0682433,81.1259025,930,0,0,0,0,,,,,10.787,,Nav Canada,Within 100 metres,,2012/03/28 10:37:57+00,2012/03/29 09:00:55+00,191,0,0
73162558,Airport,Unknown,London,<Null>,CYXU,43.0341116,81.1490419,912,0,0,0,0,,,,,557.864,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,192,0,0
73162559,Hospital Heliport,Unknown,London (Victoria Hospital),<Null>,CPW2,42.9603861,81.2253995,875,0,0,0,0,,,,,31.059,,Nav Canada,Within 100 metres,,2012/03/28 10:37:59+00,2012/03/29 09:00:55+00,193,0,0
73162560,Hospital Heliport,Unknown,London (University Hospital),<Null>,CPR4,43.0133287,81.2749641,795,0,0,0,0,,,,,10.35,,Nav Canada,Within 100 metres,,2012/03/28 10:38:07+00,2012/03/29 09:00:55+00,194,0,0
73162561,Airport,Unknown,Lucan,<Null>,CPS4,43.1628239,81.4119282,960,0,0,0,0,,,,,40.527,,Nav Canada,Within 100 metres,,2012/03/28 10:37:58+00,2012/03/29 09:00:55+00,195,0,0
73162562,Airport,Unknown,Strathroy (Blue Yonder),<Null>,CPK2,42.9661091,81.5906318,780,0,0,0,0,,,,,32.378,,Nav Canada,Within 100 metres,,2012/03/28 10:38:00+00,2012/03/29 09:00:55+00,196,0,0
73162563,Airport,Unknown,Melbourne,<Null>,CNM2,42.8242764,81.5491511,735,0,0,0,0,,,,,20.506,,Nav Canada,Within 100 metres,,2012/03/28 10:38:03+00,2012/03/29 09:00:55+00,197,0,0
73162564,Airport,Unknown,Rodney (New Glasgow),<Null>,CPU3,42.5323372,81.6058566,670,0,0,0,0,,,,,14.48,,Nav Canada,Within 100 metres,,2012/03/28 10:38:06+00,2012/03/29 09:00:55+00,198,0,0
